,Unnamed: 0,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,y
0,0,-0.04999999999999893,-0.04999999999999893,-0.04999999999999893,-0.04999999999999893,-0.04999999999999893,-0.03999999999999915,-0.029999999999999364,-0.01999999999999957,-0.009999999999999787,0.009999999999999787,0.05000000000000071,0.09999999999999963,0.16999999999999993,0.2599999999999998,0.39000000000000057,0.5199999999999996,0.6699999999999999,0.870000000000001,1.0999999999999996,1.2699999999999996,1.41,1.4500000000000008,1.4299999999999995,1.370000000000001,1.25,0.9399999999999996,0.5700000000000003,0.07000000000000027,-0.4900000000000002,-1.17,-1.93,-2.8199999999999994,-3.9,-4.93,-5.7799999999999985,-6.459999999999999,-7.0,-7.41,-7.66,-7.789999999999999,-7.83,-7.76,-7.629999999999999,-7.31,-6.93,-6.449999999999998,-5.879999999999999,-5.3,-4.71,-4.159999999999998,-3.67,-3.2299999999999995,-2.84,-2.52,-2.22,-1.9399999999999995,-1.6999999999999993,-1.3699999999999992,-0.5700000000000003,0.6300000000000008,2.0,2.9600000000000013,3.51,3.51,3.18,2.74,2.3000000000000007,1.8900000000000008,1.4399999999999995,1.0500000000000007,0.6699999999999999,0.39000000000000057,0.2599999999999998,0.34999999999999964,0.5,0.6699999999999999,0.7300000000000004,0.6799999999999997,0.6100000000000012,0.5099999999999998,0.4199999999999999,0.34999999999999964,0.3100000000000005,0.28000000000000114,0.2599999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,0.2599999999999998,0.040000000000000924,0.040000000000000924,0.040000000000000924,0.040000000000000924,0.040000000000000924,0.05000000000000071,0.0600000000000005,0.08000000000000007,0.09999999999999963,0.13000000000000078,0.16000000000000014,0.1899999999999995,0.23000000000000045,0.3100000000000005,0.41000000000000014,0.5300000000000011,0.6699999999999999,0.8100000000000005,0.92,1.0199999999999996,1.0999999999999996,1.120000000000001,1.0600000000000005,0.92,0.6600000000000001,0.3000000000000007,-0.16000000000000014,-0.7099999999999991,-1.299999999999999,-2.04,-2.76,-3.52,-4.2799999999999985,-4.92,-5.47,-5.94,-6.33,-6.6,-6.81,-6.949999999999998,-7.0299999999999985,-7.039999999999999,-6.98,-6.879999999999999,-6.73,-6.5,-6.1,-5.38,-3.5699999999999994,-2.81,-2.14,-0.5700000000000003,1.2599999999999998,3.2200000000000006,6.660000000000003,9.320000000000002,10.13,9.7,9.69,9.590000000000002,8.53,7.1,5.66,4.41,3.4700000000000006,2.66,2.040000000000001,1.5700000000000005,1.2699999999999996,1.3000000000000007,1.3000000000000007,1.2200000000000006,1.0999999999999996,0.9600000000000009,0.8499999999999996,0.7900000000000009,0.7300000000000004,0.6799999999999997,0.6400000000000006,0.5899999999999999,0.5400000000000009,0.4900000000000002,0.4600000000000009,0.4399999999999995,0.4199999999999999,0.39000000000000057,0.37000000000000105,0.34999999999999964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2,2,0.3300000000000001,0.030000000000001137,0.030000000000001137,0.030000000000001137,0.01999999999999957,0.01999999999999957,0.01999999999999957,0.01999999999999957,0.01999999999999957,0.01999999999999957,0.030000000000001137,0.040000000000000924,0.0600000000000005,0.09999999999999963,0.17999999999999972,0.28000000000000114,0.41000000000000014,0.5800000000000001,0.8499999999999996,1.200000000000001,1.5999999999999996,2.01,2.58,3.200000000000001,3.8000000000000007,4.300000000000002,4.32,4.23,4.07,3.84,3.51,3.01,2.33,1.4000000000000004,0.2599999999999998,-0.9399999999999996,-2.38,-3.6,-4.949999999999998,-6.369999999999999,-7.59,-8.62,-8.99,-9.17,-9.08,-8.91,-8.43,-7.93,-7.439999999999999,-6.97,-6.51,-6.06,-5.619999999999999,-5.18,-4.84,-4.63,-4.58,-4.5699999999999985,-4.48,-4.369999999999999,-4.22,-4.0299999999999985,-3.25,-2.02,0.34999999999999964,3.2900000000000014,4.74,4.380000000000001,3.18,2.1,1.08,0.3000000000000007,-0.16000000000000014,-0.35999999999999943,-0.1899999999999995,0.09999999999999963,0.08999999999999986,-0.11999999999999922,-0.07000000000000027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,3,0.08000000000000007,-0.01999999999999957,-0.01999999999999957,-0.009999999999999787,0.0,0.009999999999999787,0.030000000000001137,0.030000000000001137,0.030000000000001137,0.030000000000001137,0.040000000000000924,0.08000000000000007,0.14000000000000054,0.23000000000000045,0.34999999999999964,0.4800000000000004,0.6300000000000008,0.7900000000000009,0.9600000000000009,1.1500000000000004,1.34,1.5099999999999998,1.6799999999999995,1.6899999999999995,1.6300000000000008,1.4900000000000002,1.200000000000001,0.7699999999999996,0.2599999999999998,-0.33999999999999986,-1.0,-1.7199999999999989,-2.46,-3.1999999999999997,-3.9499999999999993,-4.739999999999998,-5.48,-6.08,-6.41,-6.6,-6.709999999999999,-6.76,-6.7799999999999985,-6.76,-6.73,-6.68,-6.6099999999999985,-6.44,-6.209999999999999,-5.8599999999999985,-5.42,-5.13,-4.94,-4.72,-4.44,-3.93,-3.3,-2.3,-0.9399999999999996,0.7400000000000002,2.8800000000000012,5.030000000000001,6.01,8.160000000000002,9.36,9.7,9.45,7.750000000000003,6.07,4.610000000000001,3.42,2.7200000000000006,2.26,1.8100000000000005,1.3100000000000005,1.08,1.0600000000000005,1.0500000000000007,1.0199999999999996,0.9900000000000002,0.9700000000000006,0.92,0.8200000000000003,0.7300000000000004,0.6500000000000004,0.5899999999999999,0.5600000000000005,0.5199999999999996,0.4900000000000002,0.4700000000000006,0.4600000000000009,0.4399999999999995,0.4199999999999999,0.4000000000000004,0.3800000000000008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4,4,0.3600000000000012,0.08999999999999986,0.08000000000000007,0.08000000000000007,0.07000000000000027,0.07000000000000027,0.0600000000000005,0.0600000000000005,0.0600000000000005,0.0600000000000005,0.0600000000000005,0.08000000000000007,0.09999999999999963,0.15000000000000036,0.22000000000000064,0.2900000000000009,0.3800000000000008,0.5700000000000003,0.8000000000000007,1.0600000000000005,1.41,2.0300000000000007,2.67,3.51,4.380000000000001,5.3900000000000015,6.110000000000001,6.700000000000001,6.910000000000003,6.450000000000001,5.860000000000001,5.18,4.27,2.700000000000001,1.1100000000000012,-0.6799999999999997,-2.5,-4.81,-7.49,-9.99,-12.06,-12.97,-13.41,-13.93,-14.17,-14.06,-13.74,-13.36,-12.96,-11.86,-10.78,-9.84,-8.709999999999999,-7.27,-5.79,-4.56,-3.71,-2.76,-1.92,-1.2799999999999994,-0.7699999999999996,-0.3200000000000003,0.3800000000000008,1.5300000000000011,3.360000000000001,4.8900000000000015,5.030000000000001,4.530000000000001,3.860000000000001,3.1899999999999995,2.41,1.6300000000000008,0.9000000000000004,0.870000000000001,0.8300000000000001,0.5,0.16000000000000014,0.37000000000000105,0.6400000000000006,0.8900000000000006,0.9600000000000009,0.8800000000000008,0.75,0.620000000000001,0.4900000000000002,0.39000000000000057,0.33999999999999986,0.3100000000000005,0.28000000000000114,0.28000000000000114,0.2900000000000009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,5,0.2900000000000009,0.0600000000000005,0.0600000000000005,0.0600000000000005,0.0600000000000005,0.05000000000000071,0.05000000000000071,0.05000000000000071,0.0600000000000005,0.08000000000000007,0.12000000000000098,0.16999999999999993,0.21000000000000085,0.2400000000000002,0.3000000000000007,0.4000000000000004,0.5199999999999996,0.6799999999999997,0.8800000000000008,1.1100000000000012,1.3499999999999996,1.4500000000000008,1.5099999999999998,1.4900000000000002,1.4000000000000004,1.120000000000001,0.7800000000000011,0.34999999999999964,-0.08999999999999986,-0.6099999999999994,-1.1899999999999995,-1.7999999999999992,-2.3999999999999995,-2.9499999999999997,-3.4899999999999998,-3.97,-4.43,-4.93,-5.44,-5.89,-6.289999999999999,-6.57,-6.75,-6.84,-6.9,-6.81,-6.709999999999999,-6.5299999999999985,-6.3599999999999985,-6.1099999999999985,-5.68,-5.13,-4.52,-3.98,-3.3599999999999994,-2.4899999999999998,-1.34,0.8100000000000005,3.43,7.860000000000001,12.2,12.1,10.24,8.56,7.200000000000001,5.860000000000001,4.5,3.3000000000000007,2.4700000000000006,1.7800000000000011,1.3000000000000007,1.0999999999999996,1.0,0.9299999999999996,0.8499999999999996,0.7900000000000009,0.7300000000000004,0.6699999999999999,0.6100000000000012,0.5600000000000005,0.5099999999999998,0.4700000000000006,0.4399999999999995,0.4199999999999999,0.41000000000000014,0.3800000000000008,0.37000000000000105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6,6,0.34999999999999964,0.0600000000000005,0.0600000000000005,0.05000000000000071,0.05000000000000071,0.05000000000000071,0.030000000000001137,0.040000000000000924,0.040000000000000924,0.040000000000000924,0.040000000000000924,0.0600000000000005,0.08999999999999986,0.15000000000000036,0.22000000000000064,0.3200000000000003,0.4399999999999995,0.5899999999999999,0.8100000000000005,1.0700000000000005,1.4900000000000002,1.9399999999999995,2.5,3.16,3.92,4.620000000000001,5.110000000000001,5.19,5.07,4.93,4.6,4.26,3.620000000000001,2.890000000000001,1.8100000000000005,0.4900000000000002,-0.9399999999999996,-2.52,-4.119999999999999,-5.8,-7.43,-8.95,-9.74,-10.25,-10.61,-10.84,-10.75,-10.55,-10.3,-9.97,-9.35,-8.709999999999999,-8.049999999999999,-7.379999999999999,-6.75,-6.26,-5.92,-5.619999999999999,-5.22,-4.6,-3.92,-3.1599999999999997,0.5800000000000001,5.530000000000001,8.139999999999999,7.439999999999999,6.0,4.83,3.67,2.59,1.59,0.6600000000000001,-0.16999999999999993,-0.8200000000000003,-0.6699999999999999,-0.7400000000000002,-0.6500000000000004,-0.4299999999999997,-0.16999999999999993,0.040000000000000924,0.1100000000000012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,7,0.12000000000000098,-0.0600000000000005,-0.0600000000000005,-0.0600000000000005,-0.04999999999999893,-0.03999999999999915,-0.01999999999999957,0.0,0.01999999999999957,0.05000000000000071,0.08999999999999986,0.13000000000000078,0.1899999999999995,0.2599999999999998,0.33999999999999986,0.4399999999999995,0.5600000000000005,0.6899999999999995,0.8399999999999999,0.9900000000000002,1.1300000000000008,1.2300000000000004,1.2699999999999996,1.2800000000000011,1.1799999999999995,0.9399999999999996,0.6300000000000008,0.28000000000000114,-0.1899999999999995,-0.75,-1.3699999999999992,-1.9899999999999995,-2.56,-3.1,-3.61,-4.1,-4.51,-4.8,-5.0299999999999985,-5.239999999999998,-5.35,-5.44,-5.51,-5.54,-5.58,-5.59,-5.5299999999999985,-5.43,-5.33,-5.159999999999998,-4.94,-4.71,-4.43,-4.06,-3.52,-2.9499999999999997,-2.28,-1.2799999999999994,0.21000000000000085,1.8200000000000005,3.25,4.76,5.6400000000000015,5.99,7.380000000000001,8.020000000000001,7.3400000000000025,6.15,4.7200000000000015,3.7100000000000013,3.140000000000001,2.950000000000001,2.3200000000000003,1.8200000000000005,1.620000000000001,1.59,1.4399999999999995,1.2400000000000002,1.0999999999999996,0.9800000000000004,0.9000000000000004,0.8200000000000003,0.7300000000000004,0.6899999999999995,0.6400000000000006,0.5999999999999996,0.5600000000000005,0.5199999999999996,0.5,0.4800000000000004,0.4600000000000009,0.4299999999999997,0.41000000000000014,0.4000000000000004,0.3800000000000008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
8,8,0.3600000000000012,0.12000000000000098,0.1100000000000012,0.1100000000000012,0.1100000000000012,0.1100000000000012,0.1100000000000012,0.09999999999999963,0.1100000000000012,0.12000000000000098,0.15000000000000036,0.1899999999999995,0.23000000000000045,0.2699999999999996,0.3300000000000001,0.4000000000000004,0.5,0.6100000000000012,0.75,0.9500000000000012,1.1500000000000004,1.370000000000001,1.620000000000001,1.9600000000000009,2.27,2.8200000000000003,3.51,4.1,4.5600000000000005,4.43,4.16,3.860000000000001,3.49,2.9399999999999995,2.380000000000001,1.6500000000000004,0.7699999999999996,-0.1399999999999988,-1.0700000000000005,-1.93,-3.02,-4.27,-5.39,-6.3599999999999985,-6.97,-7.3,-7.539999999999999,-7.59,-7.6,-7.67,-7.68,-7.68,-7.629999999999999,-7.399999999999999,-7.119999999999999,-6.8,-6.47,-6.18,-5.9,-5.6099999999999985,-5.35,-5.1099999999999985,-4.81,-4.47,-4.06,-1.629999999999999,2.290000000000001,7.119999999999999,5.700000000000001,4.49,3.4700000000000006,2.7900000000000014,1.9399999999999995,1.0500000000000007,0.45000000000000107,-0.009999999999999787,-0.33999999999999986,-0.5,-0.7999999999999989,-0.9699999999999988,-0.8399999999999999,-0.5299999999999994,-0.15000000000000036,0.030000000000001137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,9,0.14000000000000054,-0.07000000000000027,-0.0600000000000005,-0.04999999999999893,-0.01999999999999957,0.0,0.040000000000000924,0.08000000000000007,0.13000000000000078,0.17999999999999972,0.22000000000000064,0.2599999999999998,0.28000000000000114,0.2900000000000009,0.3100000000000005,0.3600000000000012,0.4600000000000009,0.5800000000000001,0.7400000000000002,0.9000000000000004,1.0300000000000011,1.0999999999999996,1.1500000000000004,1.1100000000000012,0.9800000000000004,0.7400000000000002,0.4399999999999995,0.1100000000000012,-0.27999999999999936,-0.7099999999999991,-1.17,-1.6399999999999988,-2.1,-2.56,-3.06,-3.55,-4.02,-4.44,-4.81,-5.119999999999999,-5.29,-5.44,-5.55,-5.6099999999999985,-5.65,-5.659999999999998,-5.6099999999999985,-5.56,-5.51,-5.42,-5.3199999999999985,-5.199999999999998,-4.7799999999999985,-4.04,-3.14,-2.3199999999999994,-1.299999999999999,0.08999999999999986,1.67,3.09,4.59,4.93,5.290000000000001,5.780000000000001,6.630000000000001,6.910000000000003,7.130000000000001,6.660000000000003,5.6,4.43,3.84,3.4800000000000004,3.01,2.5,2.08,1.8200000000000005,1.6500000000000004,1.5300000000000011,1.4299999999999995,1.3000000000000007,1.17,1.0600000000000005,0.9700000000000006,0.9000000000000004,0.8300000000000001,0.7699999999999996,0.7200000000000006,0.6799999999999997,0.6400000000000006,0.6100000000000012,0.5800000000000001,0.5500000000000007,0.5199999999999996,0.4900000000000002,0.4700000000000006,0.4399999999999995,0.4199999999999999,0.4000000000000004,0.39000000000000057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
